"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"62N5NGDX","journalArticle","2022","Bhutoria, Aditi","Personalized education and Artificial Intelligence in the United States, China, and India: <i>A</i> s<i>ystematic</i> <i>review using a Human-In-The-Loop model</i>","Computers and Education: Artificial Intelligence","","2666-920X","10.1016/j.caeai.2022.100068","https://www.sciencedirect.com/science/article/pii/S2666920X22000236","The traditional “one size fits all” education system has been largely criticized in recent years on the ground of its lacking the capacity to meet individual student needs. Global education systems are leaning towards a more personalized, student-centered approach. Innovations like Big Data, Machine Learning, and Artificial Intelligence (AI) have given the modern-day technology to accommodate the distinctive features of human beings - smart machines and computers have been built to understand individual-specific needs. This opens an avenue for “personalization” in the education sector. From, mushrooming of Education Technology (EdTech) start-ups to government funding in AI research, it is evident that the next generation educational reforms would take a quantum leap forward piloted by Big Data analysis and AI. The objective of this paper is to organize the vast literature on the use of AI for personalization of education and to shed light on the key themes by which an AI-driven approach makes structural modifications to the existing education system. To this effect, the paper employed a systematic review using a Human-In-The-Loop natural language processing model of past two years' literature (2019–2021) in English language from IEEE Xplore on countries China, India and the USA. This process yielded more than 2000 search results at first and these were eventually shortlisted to 353 relevant papers for in-depth analysis. Being the pioneers in EdTech innovations, insights from research done in these three countries provides valuable input for the development of global education systems and research. The findings bring forward AI's success in catering to specific learning requirements, learning habits, and learning abilities of students and guiding them into optimized learning paths across all three countries. Not just that, it is also evident from the literature that AI augments educational content, customizes it for any individual according to their needs, and raises the flag of caution for anticipated learning difficulties. This recalibrates the role of instructors as well as optimizes the teaching-learning environment for a better learning experience. The upward trajectory of educational development with AI opens a new horizon of personalized education for the future generation, but also comes with its challenges. Data privacy issues, availability of digital resources, and affordability constraints have been reported in the recent literature as impediments in the way of promoting such technologies for day-to-day practice.","2022-01-01","2024-05-31 12:09:27","2024-05-31 12:09:27","2024-05-31 12:09:27","100068","","","3","","Computers and Education: Artificial Intelligence","Personalized education and Artificial Intelligence in the United States, China, and India","","","","","","","","","","","","ScienceDirect","","","","","","","Artificial intelligence; Big data; China; India; Personalized education; USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KCZL7BW","journalArticle","2022","Kazi, Kutubuddin; Devi, Sirisha; Sreedhar, Burada; Arulprakash, P","A Path Towards Child-Centric Artificial Intelligence based Education","International Journal of Early Childhood Special Education","","","10.9756/INT-JECSE/V14I3.1145","","Learners of all capacities struggle to keep up with a conventional schooling framework, and instructors have always been given more work than they can handle.Artificial Intelligence (AI) is transforming industries, including education. Education has already benefited from digitization in terms of accessibility and time management.In the near, this technology could revolutionize the way teachers educate children. AI, on the other hand, will eliminate this barrier by making learning available 24/7. AI can give real-time translations for students all across the world, allowing for integrated, global education. Along with the potential benefits of AI in education in this paper, we presented challenges in AI based education and also suggested a path way for child-centric AI based education","2022-01-01","2024-05-31 12:10:35","2024-05-31 12:10:35","","2022","","","14","","International Journal of Early Childhood Special Education","","","","","","","","","","","","","ResearchGate","","","","/Users/ayaan/Zotero/storage/QJYQXIWD/Kazi et al. - 2022 - A Path Towards Child-Centric Artificial Intelligen.pdf; ","https://www.researchgate.net/profile/Burada-Sreedhar/publication/361227279_A_Path_Towards_Child-Centric_Artificial_Intelligence_based_Education/links/62a428cfc660ab61f872a70a/A-Path-Towards-Child-Centric-Artificial-Intelligence-based-Education.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUTYPHJS","journalArticle","2021","Kewalramani, Sarika; Palaiologou, Ioanna; Dardanou, Maria","AJEC 2021 Thursday 11th February","","","","","","","2021","2024-06-01 08:08:38","2024-06-01 08:08:38","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/ayaan/Zotero/storage/8CYXNRI5/Kewalramani et al. - 2021 - AJEC 2021 Thursday 11th February.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FK8TV3H","journalArticle","2024","Yi, Honghu; Liu, Ting; Lan, Gongjin","The key artificial intelligence technologies in early childhood education: a review","Artificial Intelligence Review: An International Science and Engineering Journal","","02692821","10.1007/s10462-023-10637-7","","Artificial Intelligence (AI) technologies have been applied in various domains, including early childhood education (ECE). Integration of AI educational technology is a recent significant trend in ECE. Currently, there are more and more studies of AI in ECE. To date, there is a lack of survey articles that discuss the studies of AI in ECE. In this paper, we provide an up-to-date and in-depth overview of the key AI technologies in ECE that provides a historical perspective, summarizes the representative works, outlines open questions, discuss the trends and challenges through a detailed bibliometric analysis, and provides insightful recommendations for future research. We mainly discuss the studies that apply AI-based robots and AI technologies to ECE, including improving the social interaction of children with an autism spectrum disorder. This paper significantly contributes to provide an up-to-date and in-depth survey that is suitable as introductory material for beginners to AI in ECE, as well as supplementary material for advanced users.<br />","2024-01-01","2024-06-03 08:29:13","2024-06-03 08:29:13","","","","1","57","","Artificial Intelligence Review: An International Science and Engineering Journal","The key artificial intelligence technologies in early childhood education","","","","","","","English","","","","","EBSCOhost","","Place: Dordrecht Publisher: Springer Netherlands","","/Users/ayaan/Zotero/storage/RQQACR6K/Yi et al. - 2024 - The key artificial intelligence technologies in ea.pdf","","","Early childhood education; Artificial Intelligence; Educational technology; Improving classroom teaching; Teaching/learning strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D42FWXAP","journalArticle","2024","Lee, Joohi; Jo, Junoh; Lee, Joo Ok; Kim, So Hyang","Incorporating Humanoid Artificial Intelligence (AI) Robots into Early Childhood Education","Early Childhood Education Journal","","10823301","10.1007/s10643-024-01690-0","","In recent times, the field of education has experienced significant technological advancements, especially in area of Artificial Intelligence (AI). A particularly groundbreaking development is the emergence of humanoid AI robots, which holds immense promise for enhancing children’s learning experiences during early childhood. Unlike other forms of AI, humanoid AI robots bear a closer resemblance to humans, making them more approachable and engaging for young children. This paper explores a practical framework for incorporating humanoid AI robots into early childhood education. This framework includes several key components: first, introducing AI concepts in a child-friendly manner; second, fostering a relationship between children and AI; third, designing developmentally appropriate activities facilitated by AI; and finally, addressing the challenges associated with integrating AI into early childhood classrooms. The aim is to utilize the potential of AI in a way that enriches the educational environment for young learners.<br />","2024-05-30","2024-06-03 08:42:00","2024-06-03 08:42:00","","1-9","","","","","Early Childhood Education Journal","","","","","","","","English","","","","","EBSCOhost","","Place: Dordrecht Publisher: Springer Netherlands","","","","","Artificial intelligence; AI; AI in early childhood; AI integration; Classroom activities with AI; Humanoid AI; Use of AI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AK99HMDX","journalArticle","2024","Yim, Iris Heung Yue; Su, Jiahong","Artificial intelligence (AI) learning tools in K-12 education: A scoping review","Journal of Computers in Education","","21979987","10.1007/s40692-023-00304-9","","Artificial intelligence (AI) literacy is a global strategic objective in education. However, little is known about how AI should be taught. In this paper, 46 studies in academic conferences and journals are reviewed to investigate pedagogical strategies, learning tools, assessment methods in AI literacy education in K-12 contexts, and students’ learning outcomes. The investigation reveals that the promotion of AI literacy education has seen significant progress in the past two decades. This highlights that intelligent agents, including Google’s Teachable Machine, Learning ML, and Machine Learning for Kids, are age-appropriate tools for AI literacy education in K-12 contexts. Kindergarten students can benefit from learning tools such as PopBots, while software devices, such as Scratch and Python, which help to develop the computational thinking of AI algorithms, can be introduced to both primary and secondary schools. The research shows that project-based, human–computer collaborative learning and play- and game-based approaches, with constructivist methodologies, have been applied frequently in AI literacy education. Cognitive, affective, and behavioral learning outcomes, course satisfaction and soft skills acquisition have been reported. The paper informs educators of appropriate learning tools, pedagogical strategies, assessment methodologies in AI literacy education, and students’ learning outcomes. Research implications and future research directions within the K-12 context are also discussed.<br />","2024-01-06","2024-06-03 08:42:04","2024-06-03 08:42:04","","1-39","","","","","Journal of Computers in Education","Artificial intelligence (AI) learning tools in K-12 education","","","","","","","English","","","","","EBSCOhost","","Place: Berlin/Heidelberg Publisher: Springer Berlin Heidelberg","","/Users/ayaan/Zotero/storage/7AUYJWPA/Yim and Su - 2024 - Artificial intelligence (AI) learning tools in K-1.pdf","","","AI literacy education; Artificial intelligence literacy; K-12 students; Learning tools; Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7YRM5A92","journalArticle","2024","Su, Jiahong","Development and validation of an artificial intelligence literacy assessment for kindergarten children","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","13602357","10.1007/s10639-024-12611-4","","With Artificial intelligence (AI) literacy gaining more and more attention at the kindergarten level, it is becoming critical to assess the AI literacy levels of kindergarten children and develop appropriate courses to enhance their foundational AI knowledge and skills. This study proposes and validates a comprehensive AI literacy assessment tool (AI4KGA) for kindergarten children. The research involved 215 children and 19 experts. The validity and reliability of the AI4KG assessment were evaluated by experts, with Cronbach’s <i>α</i> and Item Response Theory approach. The results demonstrated that the AI literacy assessment (AI4KGA) was valid and reliable. We also found that younger children scored lower on the AI literacy assessment than older children and girls demonstrated a slightly higher AI literacy score than boys after they completed the AI4KG curriculum. The AI4KGA has potential applications for various stakeholders, such as policymakers, educators, instructional designers, researchers, and educational institutions. The findings suggest that the AI4KGA can evaluate children’s learning outcomes in terms of AI literacy. Overall, this research contributes to developing AI literacy assessment in kindergarten children and advancing AI literacy education.<br />","2024-05-04","2024-06-03 08:42:17","2024-06-03 08:42:17","","1-21","","","","","Education and Information Technologies: The Official Journal of the IFIP Technical Committee on Education","","","","","","","","English","","","","","EBSCOhost","","Place: New York Publisher: Springer US","","","","","Early childhood education; AI literacy; AI literacy education; AI literacy assessment; AI4KGA; Kindergarten children; Validation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X638NSIT","journalArticle","2024","Cheung, Kason Ka Ching; Long, Yun; Liu, Qian; Chan, Ho-Yin","Unpacking Epistemic Insights of Artificial Intelligence (AI) in Science Education: A Systematic Review","Science & Education: Contributions from History, Philosophy and Sociology of Science and Mathematics","","09267220","10.1007/s11191-024-00511-5","","There is a growing application of Artificial Intelligence (AI) in K-12 science classrooms. In K-12 education, students harness AI technologies to acquire scientific knowledge, ranging from automated personalized virtual scientific inquiry to generative AI tools such as ChatGPT, Sora, and Google Bard. These AI technologies inherit various strengths and limitations in facilitating students’ engagement in scientific activities. There is a lack of framework to develop K-12 students’ epistemic considerations of the interaction between the disciplines of AI and science when they engage in producing, revising, and critiquing scientific knowledge using AI technologies. To accomplish this, we conducted a systematic review for studies that implemented AI technologies in science education. Employing the family resemblance approach as our analytical framework, we examined epistemic insights into relationships between science and AI documented in the literature. Our analysis centered on five distinct categories: aims and values, methods, practices, knowledge, and social–institutional aspects. Notably, we found that only three studies mentioned epistemic insights concerning the interplay between scientific knowledge and AI knowledge. Building upon these findings, we propose a unifying framework that can guide future empirical studies, focusing on three key elements: (a) AI’s application in science and (b) the similarities and (c) differences in epistemological approaches between science and AI. We then conclude our study by proposing a development trajectory for K-12 students’ learning of AI-science epistemic insights.<br />","2024-03-15","2024-06-03 08:42:34","2024-06-03 08:42:34","","1-31","","","","","Science & Education: Contributions from History, Philosophy and Sociology of Science and Mathematics","Unpacking Epistemic Insights of Artificial Intelligence (AI) in Science Education","","","","","","","English","","","","","EBSCOhost","","Place: Dordrecht Publisher: Springer Netherlands","","","","","Artificial Intelligence; Epistemic insights; Family resemblance approach; Science education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IT43IP8","journalArticle","2023","Honghu, Yi; Ting, Liu; Gongjin, Lan","The Key Artificial Intelligence Technologies in Early Childhood Education: A Review","","","","","","Artificial Intelligence (AI) technologies have been applied in various domains, including early childhood education (ECE). Integration of AI educational technology is a recent significant trend in ECE. Currently, there are more and more studies of AI in ECE. To date, there is a lack of survey articles that discuss the studies of AI in ECE. In this paper, we provide an up-to-date and in-depth overview of the key AI technologies in ECE that provides a historical perspective, summarizes the representative works, outlines open questions, discusses the trends and challenges through a detailed bibliometric analysis, and provides insightful recommendations for future research. We mainly discuss the studies that apply AI-based robots and AI technologies to ECE, including improving the social interaction of children with an autism spectrum disorder. This paper significantly contributes to provide an up-to-date and in-depth survey that is suitable as introductory material for beginners to AI in ECE, as well as supplementary material for advanced users.","2023-12-20","2024-06-03 08:43:09","2024-06-03 08:43:09","","","","","","","","The Key Artificial Intelligence Technologies in Early Childhood Education","","","","","","","","","","","","EBSCOhost","","","","","","","Computer Science - Artificial Intelligence; Computer Science - Computers and Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Z8B93SB","journalArticle","2024","Su, Jiahong","Kindergarten Teachers’ Perceptions of AI Literacy Education for Young Children","International Journal of Technology and Design Education","","09577572","10.1007/s10798-024-09876-8","","Educators and researchers have increasingly recognized the importance of AI literacy. Despite the growing body of AI literacy literature, the challenges and enablers for introducing AI literacy for kindergarten children is still underexplored and undertheorized in early childhood education. It is critical to understand the challenges and enablers associated with promoting AI literacy and perceptions in kindergartens needs to be further researched and evaluated. This study aims to identify teachers’ views on the importance of AI literacy in kindergartens and the challenges and enablers of promoting AI literacy in kindergartens. Data was collected from 15 teachers through individual interviews. It was found that the four main challenges of promoting AI literacy in kindergarten classrooms, including lack of school support, lack of children’s comprehensive ability, insufficient teacher knowledge of AI, and lack of curriculum guidelines. The three main enablers of promoting AI literacy in kindergarten classrooms are government support, school support, and social needs. We also found that more than half of teachers in this study considered AI literacy education is crucial for kindergarten children. This study develops an AI literacy policy framework for young children that includes three dimensions—governance, pedagogical, and operational and management. Based on the findings, suggestions for educators, curriculum developers, policymakers, and researchers are discussed.<br />","2024-03-15","2024-06-03 08:43:35","2024-06-03 08:43:35","","1-21","","","","","International Journal of Technology and Design Education","","","","","","","","English","","","","","EBSCOhost","","Place: Dordrecht Publisher: Springer Netherlands","","","","","Early childhood education; AI literacy; AI literacy policy framework; Challenges; Enablers; Kindergarten classrooms; Teachers’ perceptions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUNJ92LJ","journalArticle","2023","Ipek, Ziyaeddin Halid; Gozum, Ali Ibrahim Can; Papadakis, Stamatios; Kallogiannakis, Michail","Educational Applications of the ChatGPT AI System: A Systematic Review Research","Educational Process: International Journal","","21470901","10.22521/edupij.2023.123.2","","Background/purpose--ChatGPT is an artificial intelligence program released in November 2022, but even now, many studies have expressed excitement or concern about its introduction into academia and education. While there are many questions to be asked, the current study reviews the literature in order to reveal the potential effects of ChatGPT on education as a whole. The potential implications, possibilities, and concerns about the use of ChatGPT in education are disclosed as mentioned in the literature. Materials/methods--The data of the study were collected and then subjected to a systematic review. Research findings were analyzed according to the themes and categories identified. Results--The results of this research were examined under themes according to the positive and negative aspects of ChatGPT. The positive categories and sub-categories of ChatGPT's integration into education were determined, and the relationship between education and artificial intelligence determined. Similarly, the negative category highlighted the potential negative impact of artificial intelligence on educational processes. Conclusion--The reviewed research evaluated and discussed the impact of AI on education and training processes. In conclusion, this review revealed the critical applications of ChatGPT for educational settings and the potential negative impact of its application. The findings established how ChatGPT and its derivatives would create a new paradigm in education as a whole. Keywords--ChatGPT, education, systematic review, ChatGPT and education To link to this article-https://dx.doi.org/10.22521/edupij.2023.123.2","2023-08-01","2024-06-03 08:44:16","2024-06-03 08:44:16","","26","","3","12","","Educational Process: International Journal","Educational Applications of the ChatGPT AI System","","","","","","","English","","","","","EBSCOhost","","Publisher: Universitepark Limited","","/Users/ayaan/Zotero/storage/CVGME2ZJ/Ipek et al. - 2023 - Educational Applications of the ChatGPT AI System.pdf","","","Artificial intelligence; Artificial intelligence -- Usage -- Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IIJ76VT","journalArticle","2023","Jiahong, Su","Artificial Intelligence (AI) literacy in early childhood education: an intervention study in Hong Kong","Interactive Learning Environments","","1049-4820","10.1080/10494820.2023.2217864","https://typeset.io/papers/artificial-intelligence-ai-literacy-in-early-childhood-lty2w14q","The issue of Artificial Intelligence (AI) literacy is gaining popularity in the field of education. Most research on AI literacy has focused on primary, secondary, and higher education, and there has been limited examination of AI literacy programs in early childhood education. This study aimed to evaluate the impact of an eight-week AI literacy program on young children’s AI literacy, AI-related creativity, and their perceptions of the AI4KG program. A total of 26 young children (average age of 4 years) enrolled in the program at a kindergarten in Hong Kong were the subjects of the study. The results indicated that (1) young children were capable of learning basic AI concepts and knowledge; (2) in terms of AI-related creativity, younger children were able to design a chatting robot via imagination, while older children created an AI robot to assist people in their drawings; (3) in regards to the children's perceptions of the AI4KG program, older children who enjoyed the activity were able to train AI, while younger children preferred to draw the future AI city and participate in the AI story activity. This study highlights the positive benefits of AI literacy education in preparing young children for an AI-driven future.","2023-06-02","2024-06-03 10:54:46","2024-06-04 07:01:58","2024-06-03 10:54:46","1-15","","","","","","Artificial Intelligence (AI) literacy in early childhood education","","","","","","","en","","","","","typeset.io","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
